epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5096040964126587,0.9446219205856323,0.001,0.5520548224449158,0.8526173830032349
1,0.5480203628540039,0.8448606729507446,0.001,0.5397260189056396,0.8340194225311279
2,0.592316746711731,0.7527312636375427,0.001,0.5890411138534546,0.9817501306533813
3,0.6385731101036072,0.6866881251335144,0.001,0.6273972392082214,0.6268281936645508
4,0.6789494156837463,0.5869548320770264,0.001,0.6452054977416992,0.6013699173927307
5,0.7056056261062622,0.5784481167793274,0.001,0.6931506991386414,0.5736178755760193
6,0.6758133769035339,0.580263078212738,0.001,0.7383561730384827,0.5406892895698547
7,0.7169737219810486,0.5416701436042786,0.001,0.6657534241676331,0.5742248296737671
8,0.7295178174972534,0.5263561010360718,0.001,0.6890410780906677,0.6098951101303101
9,0.7271658182144165,0.5276075005531311,0.001,0.7465753555297852,0.5184503197669983
10,0.7455899715423584,0.4904990494251251,0.001,0.749315083026886,0.5807589888572693
11,0.7483339905738831,0.5085980296134949,0.001,0.7191780805587769,0.5534775257110596
12,0.742453932762146,0.5324771404266357,0.001,0.765753448009491,0.5032772421836853
13,0.7710701823234558,0.47721266746520996,0.001,0.6328766942024231,0.8289008736610413
14,0.7734221816062927,0.49031996726989746,0.001,0.783561646938324,0.502540111541748
15,0.7785181999206543,0.46498626470565796,0.001,0.783561646938324,0.46656906604766846
16,0.7906703352928162,0.44761958718299866,0.001,0.7479451894760132,0.4978258013725281
17,0.7851822972297668,0.44502002000808716,0.001,0.7808219194412231,0.48273757100105286
18,0.7879263162612915,0.4358271360397339,0.001,0.784931480884552,0.523698627948761
19,0.7887102961540222,0.44704675674438477,0.001,0.7931506633758545,0.49476173520088196
20,0.8083104491233826,0.4249064326286316,0.001,0.7945205569267273,0.41338875889778137
21,0.8141905069351196,0.42230331897735596,0.001,0.8232876658439636,0.4391911029815674
22,0.809486448764801,0.4197961688041687,0.001,0.8082191944122314,0.453680157661438
23,0.8157585263252258,0.403501957654953,0.001,0.7753424644470215,0.5380351543426514
24,0.7981184124946594,0.42836734652519226,0.001,0.8136986494064331,0.4384444057941437
25,0.8055664300918579,0.41573846340179443,0.001,0.7547945380210876,0.5428153872489929
26,0.8381026983261108,0.38005998730659485,0.000100000005,0.801369845867157,0.4364585876464844
27,0.8522148132324219,0.34561267495155334,0.000100000005,0.8287671208381653,0.3886967897415161
28,0.8549588322639465,0.3369801640510559,0.000100000005,0.8342465758323669,0.40541699528694153
29,0.8600549101829529,0.3309538960456848,0.000100000005,0.8452054858207703,0.4111555814743042
30,0.8631908893585205,0.32935279607772827,0.000100000005,0.8273972868919373,0.3872694969177246
31,0.8612309098243713,0.3252086639404297,0.000100000005,0.8493150472640991,0.37403643131256104
32,0.8616228699684143,0.3191377520561218,0.000100000005,0.8342465758323669,0.3970903754234314
33,0.8549588322639465,0.32753974199295044,0.000100000005,0.8575342297554016,0.36514559388160706
34,0.8647589087486267,0.31245866417884827,0.000100000005,0.8643835783004761,0.3811100721359253
35,0.8690709471702576,0.3129037618637085,0.000100000005,0.8684931397438049,0.34199708700180054
36,0.864366888999939,0.30661144852638245,0.000100000005,0.8561643958091736,0.36603066325187683
37,0.870246946811676,0.3006901741027832,0.000100000005,0.8424657583236694,0.3904070258140564
38,0.864366888999939,0.30717170238494873,0.000100000005,0.8547945022583008,0.36773139238357544
39,0.87220698595047,0.3046211898326874,0.000100000005,0.8726027607917786,0.3443804681301117
40,0.8682869672775269,0.2923023998737335,0.000100000005,0.8630136847496033,0.3743347227573395
41,0.87847900390625,0.2796538770198822,1.0000001e-05,0.8712328672409058,0.33973899483680725
42,0.8773030042648315,0.28367987275123596,1.0000001e-05,0.8739725947380066,0.3258988559246063
43,0.8725990056991577,0.29091957211494446,1.0000001e-05,0.8671233057975769,0.3391684889793396
44,0.8820070624351501,0.2865135669708252,1.0000001e-05,0.8589041233062744,0.39991679787635803
45,0.8769110441207886,0.2818702459335327,1.0000001e-05,0.8602739572525024,0.33142030239105225
46,0.8753430247306824,0.28848010301589966,1.0000001e-05,0.8630136847496033,0.3555630147457123
47,0.87220698595047,0.2877383828163147,1.0000001e-05,0.8643835783004761,0.336487352848053
48,0.8855350613594055,0.27361586689949036,1e-05,0.8643835783004761,0.3756687641143799
49,0.8753430247306824,0.28584209084510803,1e-05,0.8739725947380066,0.34148097038269043
50,0.8831830620765686,0.27961987257003784,1e-05,0.8863013982772827,0.3124890923500061
51,0.8851431012153625,0.2814248204231262,1e-05,0.8561643958091736,0.3199043273925781
52,0.8902391195297241,0.26485389471054077,1e-05,0.8767123222351074,0.3159848153591156
53,0.8827910423278809,0.276758074760437,1e-05,0.8643835783004761,0.350578635931015
54,0.8835750818252563,0.2747194170951843,1e-05,0.8712328672409058,0.3446081578731537
55,0.8792630434036255,0.2782902121543884,1e-05,0.8671233057975769,0.3403681516647339
56,0.8867111206054688,0.27315229177474976,1e-05,0.8561643958091736,0.38671690225601196
57,0.8749510049819946,0.2856519818305969,1e-05,0.8616438508033752,0.34584009647369385
58,0.8808310627937317,0.2710202932357788,1e-05,0.8698630332946777,0.34710103273391724
59,0.8820070624351501,0.2773955166339874,1e-05,0.8643835783004761,0.34484076499938965
60,0.8729909658432007,0.28263890743255615,1e-05,0.8698630332946777,0.340960294008255
